 VARIABLES="X","Z","U","v","W","Pressure","Viscosity"
 ZONE T="Floor", I=         240  K=         120  F=POINT
   1.6666666666666666E-002   4.1666666666666666E-003  0.40731684454674960       0.10202345373913191        8.1723457003109058E-003  -2.5558463919540504        2.7825223489842984E-003
   5.0000000000000003E-002   4.1666666666666666E-003  0.40563243479504085       0.11996414040352868        9.4717361744350685E-003  -2.6618841502170216        2.7825983625108758E-003
   8.3333333333333329E-002   4.1666666666666666E-003  0.40408819734403756       0.13821819961829385        1.0771227985070971E-002  -2.7166742872800098        2.7827037101611335E-003
  0.11666666666666667        4.1666666666666666E-003  0.40293801993054446       0.15479970223667944        1.2011429158919774E-002  -2.7144613511791214        2.7828237850192413E-003
  0.14999999999999999        4.1666666666666666E-003  0.40226237190132197       0.16763821886625146        1.3131709264269282E-002  -2.6517087984572614        2.7829400544331475E-003
  0.18333333333333332        4.1666666666666666E-003  0.40194778850342217       0.17478743101670607        1.4060916263115382E-002  -2.5283879200456640        2.7830331895035746E-003
  0.21666666666666667        4.1666666666666666E-003  0.40168804322080670       0.17469605769188093        1.4713675425293699E-002  -2.3495542509680227        2.7830865098818118E-003
  0.25000000000000000        4.1666666666666666E-003  0.40103293047743838       0.16650698678154408        1.4995777338955773E-002  -2.1259797858196996        2.7830895611060604E-003
  0.28333333333333333        4.1666666666666666E-003  0.39949551815746909       0.15029677555811155        1.4821078369489874E-002  -1.8729988319618571        2.7830410745129010E-003
  0.31666666666666665        4.1666666666666666E-003  0.39669041194448101       0.12714987851320111        1.4137845646576740E-002  -1.6077660161726910        2.7829500584747001E-003
  0.34999999999999998        4.1666666666666666E-003  0.39244585294220813        9.9003884073338280E-002   1.2955076894771544E-002  -1.3460663632901668        2.7828338869403742E-003
  0.38333333333333330        4.1666666666666666E-003  0.38683957047157080        6.8290394668675453E-002   1.1354713664867575E-002  -1.1000073562498984        2.7827132697402527E-003
  0.41666666666666669        4.1666666666666666E-003  0.38014964477694657        3.7483801181044045E-002   9.4799683442157775E-003 -0.87727820662240186        2.7826056986194505E-003
  0.45000000000000001        4.1666666666666666E-003  0.37275612796758006        8.7047416006613299E-003   7.5022876200591480E-003 -0.68170752057156836        2.7825203223315652E-003
  0.48333333333333334        4.1666666666666666E-003  0.36504624191319168       -1.6513243287479388E-002   5.5810700901271250E-003 -0.51427998459265245        2.7824567559551930E-003
  0.51666666666666672        4.1666666666666666E-003  0.35736013521570620       -3.7268267385301132E-002   3.8327480162263874E-003 -0.37389055216431222        2.7824079173365676E-003
  0.55000000000000004        4.1666666666666666E-003  0.34998299666233867       -5.3195147523439235E-002   2.3187665860814033E-003 -0.25766148003829831        2.7823646289125703E-003
  0.58333333333333337        4.1666666666666666E-003  0.34316429541538240       -6.4310648335910534E-002   1.0516751244312561E-003 -0.16111565163677097        2.7823194218515174E-003
  0.61666666666666670        4.1666666666666666E-003  0.33713729172159451       -7.0865287779948327E-002   1.1491873292449587E-005  -7.8579374262962701E-002   2.7822683712302710E-003
  0.65000000000000002        4.1666666666666666E-003  0.33212072789630909       -7.3236030704403265E-002  -8.3683669901252536E-004  -3.9404030748110361E-003   2.7822112014905909E-003
  0.68333333333333335        4.1666666666666666E-003  0.32830113782581116       -7.1866867222764239E-002  -1.5310023205341123E-003   6.8417509818356079E-002   2.7821504535139644E-003
  0.71666666666666667        4.1666666666666666E-003  0.32580815201266422       -6.7249224076627326E-002  -2.1054284175808795E-003  0.14282446184665115        2.7820903907672797E-003
  0.75000000000000000        4.1666666666666666E-003  0.32469954168649212       -5.9927309833974984E-002  -2.5898187446628034E-003  0.22193822654851902        2.7820360077179698E-003
  0.78333333333333333        4.1666666666666666E-003  0.32496733244941822       -5.0510302473331728E-002  -3.0091537890639571E-003  0.30685261268353198        2.7819922679211424E-003
  0.81666666666666676        4.1666666666666666E-003  0.32656692875210241       -3.9674052228238540E-002  -3.3835944934391057E-003  0.39763289035433286        2.7819636088869592E-003
  0.85000000000000009        4.1666666666666666E-003  0.32946309882266800       -2.8141640604386505E-002  -3.7284244212228788E-003  0.49410614780396050        2.7819537390799468E-003
  0.88333333333333341        4.1666666666666666E-003  0.33368048891232049       -1.6643082101759573E-002  -4.0544337293597511E-003  0.59665477243758525        2.7819657131708799E-003
  0.91666666666666674        4.1666666666666666E-003  0.33934164185970850       -5.8639472452183105E-003  -4.3683736703956514E-003  0.70670577704018167        2.7820021676300045E-003
  0.95000000000000007        4.1666666666666666E-003  0.34667366474835282        3.6046335052230434E-003  -4.6723186724366176E-003  0.82663037214267243        2.7820654943222899E-003
  0.98333333333333339        4.1666666666666666E-003  0.35596901291477251        1.1306321191164382E-002  -4.9612929709861083E-003  0.95892704427086639        2.7821577268767961E-003
   1.0166666666666666        4.1666666666666666E-003  0.36749954993259415        1.6948250663103744E-002  -5.2204182767848590E-003   1.1048562949942813        2.7822800556787180E-003
   1.0499999999999998        4.1666666666666666E-003  0.38140360957421815        2.0419045862749136E-002  -5.4243919799627383E-003   1.2630057073189569        2.7824321073551621E-003
   1.0833333333333333        4.1666666666666666E-003  0.39758291827280695        2.1795967442540296E-002  -5.5415838623799080E-003   1.4284002637964472        2.7826112951069874E-003
   1.1166666666666667        4.1666666666666666E-003  0.41564829348011795        2.1338584304966251E-002  -5.5425067976040184E-003   1.5926141971204870        2.7828125660647931E-003
