 VARIABLES="X","Z","U","v","W","Pressure","Viscosity"
 ZONE T="Floor", I=         240  K=         120  F=POINT
   1.6666666666666666E-002   4.1666666666666666E-003   1.2361080687037445       0.20698166393725881        2.2406945712329328E-002   3.1552639697892015        2.7988155145942709E-003
   5.0000000000000003E-002   4.1666666666666666E-003   1.5603059147635587       0.38629199669907499        1.7469682933563754E-002   3.3966127785498115        2.8011864330893060E-003
   8.3333333333333329E-002   4.1666666666666666E-003   1.9411389536590691       0.59789445050601286        1.4054183742437658E-004   3.6986669025061616        2.8028292015498716E-003
  0.11666666666666667        4.1666666666666666E-003   2.3164048164568936       0.76557518512949563       -3.1906669575247966E-002   3.7432172531920522        2.8032515070961724E-003
  0.14999999999999999        4.1666666666666666E-003   2.6390279322005679       0.82593832488816665       -8.1963110021115559E-002   3.4397400123563084        2.8022209407229095E-003
  0.18333333333333332        4.1666666666666666E-003   2.8881305783939881       0.73293900752394070      -0.13974011816098914        2.9255116691823613        2.8000301044332067E-003
  0.21666666666666667        4.1666666666666666E-003   2.9630502599690729       0.48875042668583146      -0.15962103375816444        2.3301108682358636        2.7975190223050971E-003
  0.25000000000000000        4.1666666666666666E-003   2.6998362685189985       0.20119231400129170      -0.13257439191422357        1.8320027578397498        2.7954866540710497E-003
  0.28333333333333333        4.1666666666666666E-003   2.1507512275379521        1.3087424417825455E-002 -0.11225438110179337        1.6896069929917541        2.7940814337778525E-003
  0.31666666666666665        4.1666666666666666E-003   1.5888199768514304       -3.2861617891820183E-002 -0.10947652555994834        1.9237061138522598        2.7930332892264612E-003
  0.34999999999999998        4.1666666666666666E-003   1.1945665974710162        3.9806053107219741E-003  -9.6978439536746189E-002   2.3970636457132288        2.7922172230073826E-003
  0.38333333333333330        4.1666666666666666E-003  0.95612452639213841        5.4272492151004159E-002  -6.4149010738631093E-002   2.8418185498885986        2.7916064869234832E-003
  0.41666666666666669        4.1666666666666666E-003  0.79469671455456792        9.1432104894191124E-002  -2.3583740058514630E-002   2.9120382889907095        2.7910706051156309E-003
  0.45000000000000001        4.1666666666666666E-003  0.65698393072568151       0.13681605983558287        1.2376869152741219E-002   2.4709563610165177        2.7904656546804394E-003
  0.48333333333333334        4.1666666666666666E-003  0.52280676154958028       0.22043888307335602        3.7944440121363984E-002   1.8083352536703954        2.7897788757309345E-003
  0.51666666666666672        4.1666666666666666E-003  0.40052592712045854       0.34346469637109384        4.9852786987140851E-002   1.4223207185610698        2.7890878404303737E-003
  0.55000000000000004        4.1666666666666666E-003  0.32249932848987362       0.47290376940972290        4.7343049825263703E-002   1.6998454864365242        2.7884446852686528E-003
  0.58333333333333337        4.1666666666666666E-003  0.31652029263438092       0.56842567173135994        3.6716604365483609E-002   2.5508798401944532        2.7878647912823124E-003
  0.61666666666666670        4.1666666666666666E-003  0.37772531923231656       0.61314555521107050        2.6187535640654149E-002   3.6361916597695485        2.7874651605402979E-003
  0.65000000000000002        4.1666666666666666E-003  0.47185182887343724       0.60124741247223834        2.0223970205038640E-002   4.6622067924501387        2.7873114665013582E-003
  0.68333333333333335        4.1666666666666666E-003  0.55506658156848354       0.52952563377545048        1.9036448952363002E-002   5.1785467342882567        2.7871585145199142E-003
  0.71666666666666667        4.1666666666666666E-003  0.60275733914077567       0.41993676578764072        1.8840049563461650E-002   4.9095052169967275        2.7867427816349174E-003
  0.75000000000000000        4.1666666666666666E-003  0.61661121538980113       0.31487406586412964        1.9643973021335265E-002   4.1114002755561376        2.7861224343840281E-003
  0.78333333333333333        4.1666666666666666E-003  0.60193330681521029       0.24437658291019387        2.2391972264081388E-002   3.1601852425214925        2.7854853582548818E-003
  0.81666666666666676        4.1666666666666666E-003  0.57525438986838884       0.20988967689379612        2.0123265707862374E-002   2.2984640386111952        2.7849734233370881E-003
  0.85000000000000009        4.1666666666666666E-003  0.58001811289781680       0.18882560841533591        1.0771586657731255E-002   1.6879532541887894        2.7847743384634646E-003
  0.88333333333333341        4.1666666666666666E-003  0.64154653678126738       0.16172900274751073        6.3711899118380636E-003   1.2860829723363949        2.7849772753143829E-003
  0.91666666666666674        4.1666666666666666E-003  0.71675377155603126       0.14455143353624250        1.5298309433821176E-002  0.80340226439253437        2.7853245610619587E-003
  0.95000000000000007        4.1666666666666666E-003  0.72287048107445173       0.17704225633266152        2.9592458661384189E-002  -9.9579297589166872E-003   2.7853398665466287E-003
  0.98333333333333339        4.1666666666666666E-003  0.63929136224431160       0.28773238335450996        2.6236992953858815E-002 -0.87950587471886377        2.7849868382409070E-003
   1.0166666666666666        4.1666666666666666E-003  0.56024790468883401       0.44621327814303535       -9.7011744637773528E-004  -1.0014822632887406        2.7851783775626284E-003
   1.0499999999999998        4.1666666666666666E-003  0.58846873812167899       0.56609830495919755       -2.2363652474778402E-002 -0.10588228142223965        2.7865935465856881E-003
   1.0833333333333333        4.1666666666666666E-003  0.72394133945128991       0.59241951238595902       -1.6952123590689532E-002   1.1129670847189834        2.7886481067103896E-003
   1.1166666666666667        4.1666666666666666E-003  0.89684680342291490       0.54769402565916503        4.3960444091487349E-003   1.9969130358570850        2.7905585186318157E-003
   1.1499999999999999        4.1666666666666666E-003   1.0459759052752668       0.46390743606033080        1.7068764688269143E-002   2.5118013423598207        2.7917997454060951E-003
   1.1833333333333333        4.1666666666666666E-003   1.1520684197005089       0.31915236629793231        6.6620823714733969E-003   2.7180256704875205        2.7921375113961382E-003
   1.2166666666666666        4.1666666666666666E-003   1.2422942243566404        7.9444838977317939E-002  -1.7152290794494623E-002   2.6306618978680456        2.7920087614468040E-003
   1.2500000000000000        4.1666666666666666E-003   1.3314029829462117      -0.21975404623677186       -1.7520583138436043E-002   2.4235816620203194        2.7919934378392024E-003
   1.2833333333333332        4.1666666666666666E-003   1.3526496836746187      -0.46714010248637727        1.9069089834199995E-002   1.9361753157777262        2.7917706836684303E-003
   1.3166666666666667        4.1666666666666666E-003   1.2575642532170475      -0.58928209527704456        5.2591113289192297E-002  0.85911705876716948        2.7910289658012446E-003
   1.3499999999999999        4.1666666666666666E-003   1.1114617678157450      -0.59130987850957095        5.6887152224743331E-002 -0.51199951238328967        2.7901791378198864E-003
   1.3833333333333333        4.1666666666666666E-003   1.0053006748678970      -0.51346611285313182        4.0952665454643607E-002  -1.6150851320001811        2.7897448122850949E-003
   1.4166666666666665        4.1666666666666666E-003  0.97554420237332895      -0.40056627885778873        2.0003427892785690E-002  -2.1436934830944536        2.7899575268285535E-003
   1.4500000000000000        4.1666666666666666E-003   1.0150922697439437      -0.28844125606286630        3.1182568013747723E-003  -2.1134193917593946        2.7907642930589814E-003
   1.4833333333333332        4.1666666666666666E-003   1.0976091124272755      -0.20035427465923439       -5.5236721044476149E-003  -1.7873621501875985        2.7918872028108556E-003
   1.5166666666666666        4.1666666666666666E-003   1.1932756136336793      -0.14401038349599649       -6.4997731030704007E-003  -1.4608350085684660        2.7930021693500732E-003
   1.5499999999999998        4.1666666666666666E-003   1.2859107234985923      -0.11673045779573356       -4.7747690572587645E-003  -1.2393389741517813        2.7939746186201224E-003
   1.5833333333333333        4.1666666666666666E-003   1.3809499573450712      -0.11262947502453234       -5.4120695817658510E-003  -1.0387728449359983        2.7948829626742891E-003
   1.6166666666666667        4.1666666666666666E-003   1.4942657907739991      -0.12236779704883466       -9.9036239706778457E-003 -0.73549613463924468        2.7958622037776676E-003
   1.6499999999999999        4.1666666666666666E-003   1.6334995898439308      -0.13293901118219320       -1.6474509292966337E-002 -0.28728535224104879        2.7969602328038745E-003
