 VARIABLES="X","Z","U","v","W","Pressure","Viscosity"
 ZONE T="Floor", I=         240  K=         120  F=POINT
   1.6666666666666666E-002   4.1666666666666666E-003  0.59517426773588555      -0.26871113819428244        2.0858803121488405E-002   1.3926565577342376        2.7848506461859183E-003
   5.0000000000000003E-002   4.1666666666666666E-003  0.59785641186556437      -0.24143493899373661        8.9557139728920054E-003   1.3843695921523764        2.7853034547186003E-003
   8.3333333333333329E-002   4.1666666666666666E-003  0.61598430272299975      -0.20842355596814344       -1.4327982379237667E-003   1.3882758506607735        2.7858320777902376E-003
  0.11666666666666667        4.1666666666666666E-003  0.64429055606844898      -0.17456131433675789       -7.7051058319073384E-003   1.3642075162612688        2.7863716447102480E-003
  0.14999999999999999        4.1666666666666666E-003  0.67335429464800955      -0.14627862449595991       -8.3649322019832707E-003   1.2514133438154080        2.7868498295665787E-003
  0.18333333333333332        4.1666666666666666E-003  0.69458206310831350      -0.12878108193346832       -4.3258792589989225E-003  0.98911969276409273        2.7872090373214633E-003
  0.21666666666666667        4.1666666666666666E-003  0.70574152062835460      -0.12224075608008414        1.2221947259754848E-003  0.56993907383112818        2.7874394675565344E-003
  0.25000000000000000        4.1666666666666666E-003  0.71283573211407347      -0.12063337695928880        4.6577174345693861E-003   6.9645627474631266E-002   2.7875986447163030E-003
  0.28333333333333333        4.1666666666666666E-003  0.72523545847430460      -0.11467867812457300        4.2079300001425712E-003 -0.39378662221523242        2.7877835624131098E-003
  0.31666666666666665        4.1666666666666666E-003  0.74752642257452662       -9.7227010987161161E-002   6.7960664278399825E-004 -0.73926220467060788        2.7880663663631421E-003
  0.34999999999999998        4.1666666666666666E-003  0.77624478179554313       -6.6746170513802744E-002  -3.7254047380686221E-003 -0.95682268726192654        2.7884548986818487E-003
  0.38333333333333330        4.1666666666666666E-003  0.80368846416597139       -2.6127184365024807E-002  -6.8381614250129048E-003  -1.0773225057328841        2.7889076211416032E-003
  0.41666666666666669        4.1666666666666666E-003  0.82298213892004912        2.0887628390523397E-002  -7.2499008637402105E-003  -1.1360710681428088        2.7893670308549285E-003
  0.45000000000000001        4.1666666666666666E-003  0.83095256089996261        7.1474486740036758E-002  -4.8187426607392472E-003  -1.1576141760205563        2.7897806838716298E-003
  0.48333333333333334        4.1666666666666666E-003  0.82975255563257455       0.12351304901536615       -6.0023892585366024E-004  -1.1443951567280213        2.7901152924022809E-003
  0.51666666666666672        4.1666666666666666E-003  0.82597424507621064       0.17524121814476493        4.1494878650349294E-003  -1.0768305912571865        2.7903647799574962E-003
  0.55000000000000004        4.1666666666666666E-003  0.82605451092241156       0.22471603491783423        8.7931010710992318E-003 -0.93868115017878462        2.7905391918076725E-003
  0.58333333333333337        4.1666666666666666E-003  0.83192468503870365       0.26877141067986854        1.3030435471343436E-002 -0.74267446228851508        2.7906415689698655E-003
  0.61666666666666670        4.1666666666666666E-003  0.84156929082561860       0.30280962489115570        1.6227402308626609E-002 -0.52111460983656532        2.7906636906785557E-003
  0.65000000000000002        4.1666666666666666E-003  0.85316819343373873       0.32238522797298785        1.7458290155630087E-002 -0.29100764368134174        2.7906123229936995E-003
  0.68333333333333335        4.1666666666666666E-003  0.86751887357476565       0.32545600360232962        1.6189550517430699E-002  -3.7387689622346058E-002   2.7905359453761214E-003
  0.71666666666666667        4.1666666666666666E-003  0.88619851063729105       0.31357128003103607        1.2797610125233514E-002  0.26247535206784883        2.7905135755527080E-003
  0.75000000000000000        4.1666666666666666E-003  0.90812970867771081       0.29124000087504365        8.3739924411483143E-003  0.59872972604072072        2.7906028277450306E-003
  0.78333333333333333        4.1666666666666666E-003  0.92912369487539070       0.26377188701564941        3.9985984571266498E-003  0.92028435669151709        2.7907943745347839E-003
  0.81666666666666676        4.1666666666666666E-003  0.94539424026581820       0.23464284006815500        3.0324353312626234E-004   1.1720346576130318        2.7910262183770077E-003
  0.85000000000000009        4.1666666666666666E-003  0.95708533818406127       0.20365832738001138       -2.3079901406835848E-003   1.3359011520259787        2.7912425970327906E-003
