 VARIABLES="X","Z","U","v","W","Pressure","Viscosity"
 ZONE T="Floor", I=         240  K=         120  F=POINT
   1.6666666666666666E-002   4.1666666666666666E-003   1.3250764861853699       -3.9634724530411114E-002   3.8184729343975397E-002   2.3787662953275235        2.7890596229755071E-003
   5.0000000000000003E-002   4.1666666666666666E-003   1.3880286564550266       -4.8653237609437648E-002   4.1703013859031968E-002   1.8757863438036089        2.7892819795933576E-003
   8.3333333333333329E-002   4.1666666666666666E-003   1.3457593981754346       -5.0407137287981629E-002   4.2582145252699995E-002  0.79206814515863833        2.7885981947838832E-003
  0.11666666666666667        4.1666666666666666E-003   1.2096778276817257       -4.3455206086338030E-002   3.5479890097698905E-002 -0.37300845532049187        2.7872782984962566E-003
  0.14999999999999999        4.1666666666666666E-003   1.0343193902163543       -4.4173999062351949E-002   1.8594235942739325E-002 -0.96817967127418725        2.7859322891246995E-003
  0.18333333333333332        4.1666666666666666E-003  0.89233299225387896       -6.8713068901276750E-002  -2.7183058501567595E-003 -0.63347916096270585        2.7851901572636239E-003
  0.21666666666666667        4.1666666666666666E-003  0.82938728892788705      -0.10873875970368582       -1.9513758350045471E-002  0.41843239064375465        2.7852291357881847E-003
  0.25000000000000000        4.1666666666666666E-003  0.83355501240798391      -0.13909239289293412       -2.3650037597864500E-002   1.5457025543792864        2.7856295878225888E-003
  0.28333333333333333        4.1666666666666666E-003  0.83670270013367198      -0.14256854784256459       -1.1208009982984371E-002   2.0145052450531260        2.7857483534986789E-003
  0.31666666666666665        4.1666666666666666E-003  0.76829037574190506      -0.12801811141027422        9.2784598775002003E-003   1.4568707075411265        2.7851767828357432E-003
  0.34999999999999998        4.1666666666666666E-003  0.62392431657366143      -0.11161168071140666        2.2419567862006381E-002  0.20078261402005926        2.7839893531106112E-003
  0.38333333333333330        4.1666666666666666E-003  0.45580672796684663       -8.9582542755563849E-002   2.2161106830848081E-002  -1.0456297444080278        2.7826032276031826E-003
  0.41666666666666669        4.1666666666666666E-003  0.31293120163098453       -4.9108619092681841E-002   1.1596171591682363E-002  -1.7371170395721118        2.7814434338937232E-003
  0.45000000000000001        4.1666666666666666E-003  0.22332126632162960        9.8392976544538248E-003  -5.9175327520221812E-003  -1.6476468868318244        2.7807991510803549E-003
  0.48333333333333334        4.1666666666666666E-003  0.21006809395421788        7.8067729518241466E-002  -2.7624665460419414E-002 -0.81010909296443456        2.7808509677360958E-003
  0.51666666666666672        4.1666666666666666E-003  0.29674222988769283       0.15025390769001357       -4.9537353098515285E-002  0.56991391434409433        2.7816672073886143E-003
  0.55000000000000004        4.1666666666666666E-003  0.47696087810069482       0.22953858047259459       -6.0190361722354875E-002   2.0706230644067691        2.7830531927696186E-003
  0.58333333333333337        4.1666666666666666E-003  0.67207298689010120       0.31274111911236852       -4.5793344672920636E-002   2.9461437418290020        2.7844376584813830E-003
  0.61666666666666670        4.1666666666666666E-003  0.77555702637016000       0.35955028758983654       -1.0392657593479796E-002   2.6607309302123516        2.7851782051995550E-003
